,number,phone_no_m,busi_count_1908,busi_count_1909,busi_count_1910,busi_count_1911,busi_count_1912,busi_count_2001,busi_count_2002,busi_count_2003,busi_nunique_1908,busi_nunique_1909,busi_nunique_1910,busi_nunique_1911,busi_nunique_1912,busi_nunique_2001,busi_nunique_2002,busi_nunique_2003,flow_1908,flow_1909,flow_1910,flow_1911,flow_1912,flow_2001,flow_2002,flow_2003,label
70,70,9ecd797bef0dd52d5a867b838739da9ae09791eb96191208e9520d6e375bae5f86604a01e8d86eacbbc03389dbb6efadce233ca7894d876f78be801c345f7b67,13.0,,23.0,54.0,2.0,1.0,1.0,0.0,13.0,,23.0,54.0,2.0,1.0,1.0,0.0,18.684395790100098,,7.011783599853516,96.80542278289796,3.7164134979248047,0.002730369567871,0.0029754638671874,0.0015745162963867,0
71,71,e496e5eac8dec583d8023970bda5c3b041f58eadc3943d312c4bcfed1050c71edf27b703e0382e456cef379e734f07d9e19a5cf0df517023c77c03f230c423dd,,,,,,,3.0,0.0,,,,,,,3.0,0.0,,,,,,,1.7934932708740232,0.0043373107910156,0
72,72,d676fac5508cbc96fcf97f44b8536ac47a285f78b989a30fdf30ee695b5d77c88928e984c07a2b43f88d57bb33ee820971e55e3dea9b5a5b21d8f086b7733d33,,16.0,,,,,,17.0,,16.0,,,,,,17.0,,0.2294473648071279,,,,,,0.8365421295166009,0
73,73,4e3f0a61ccc25517da1e939d712318ce7eccc04a1cdb0f2b41ea5d31a10f8270f73dac7f0e1534a286305d05a0ea8018c86298b210e48f82be71957116b46151,194.0,127.0,157.0,122.0,215.0,212.0,169.0,1.0,174.0,127.0,147.0,114.0,200.0,190.0,154.0,1.0,16018.61055469513,7480.034206390381,5761.36013507843,1725.438777923584,8942.969102859497,9843.173199653624,9378.632038116457,0.0632362365722655,0
74,74,525824db5fb3ee7438244c5ca2f190cc48760352b1894c230b985ace3c89199fd1f37f0656cbf895dab5891333562a57ff54c7cf82ad863d327789f8266f619c,115.0,123.0,110.0,108.0,98.0,18.0,108.0,103.0,112.0,121.0,105.0,108.0,96.0,18.0,108.0,99.0,1582.830837249756,1901.6743612289424,1544.6799793243408,632.9778480529785,755.2267980575562,2.4535131454467773,546.7551078796387,726.1440811157227,0
75,75,6b4999280b1f69a44e4e4b4d624e7d2055a1a407b449ebe1da613a7d79c42cc54c8d52798e7fc57423adbeb6a81dbdfc7e2a44b49423455136a86206dec7a3e7,,,11.0,,,,,,,,11.0,,,,,,,,145.27719306945798,,,,,,1
76,76,161f58047b9be4c628bfd9f7b67a15284833b392222f09d03b9fa791aa7f2216e57a36f5c001ad97cd07093fac43e8bb1ade4c9aa62c1d68aa34b622eb1bd29d,202.0,183.0,164.0,128.0,129.0,167.0,150.0,146.0,193.0,174.0,156.0,128.0,129.0,153.0,135.0,138.0,22841.288574218743,19523.887446403503,13385.793643951414,12261.220345497131,10539.592042922974,14772.69474220276,6893.039371490479,9524.01591682434,0
77,77,6f8a69645b4f0cc5f86831c31e676cd904f2ab117de3bc1830590f0696ed11dd123306a42e4aa057206a782168f8f32f89db87a8f74f3be89409d07203d95cfe,,,,,,,,32.0,,,,,,,,25.0,,,,,,,,36.67911243438721,0
78,78,f92cacfa31e0196f1b17cb3dfd35219ac24f69ce5fea0e0ca0431e534a10fb524839492cb37f4e9d35f40626d1133f4f55721343f260dce070658658de25a64a,,,,,49.0,,,,,,,,49.0,,,,,,,,174.35683631896973,,,,1
79,79,acf4302ef9b9c07d50620536837aab3c5a560dd9e2f126f00c7e98d223b0bea08ee49db2a21016b32dacdf780ce0e46454515e59bde27dddeec3cdd18e6acc2c,235.0,237.0,201.0,195.0,205.0,198.0,148.0,241.0,218.0,233.0,194.0,184.0,205.0,187.0,140.0,220.0,27611.916348457336,31434.33026599884,21261.095502853397,15355.62974834442,23116.94010257721,9823.046783447266,5943.521174430847,19383.397002220157,0
80,80,8bf8909ea569cbb80edc6395020c0503ce1361da13f4e04df6f9f9cf084eae498e1d0732ad228a52549b2608ecb5451d79e84a78f2b2b3d596ba6002d0a6ab78,183.0,216.0,221.0,181.0,216.0,200.0,146.0,163.0,181.0,211.0,215.0,176.0,216.0,192.0,146.0,163.0,6733.976586341858,22927.509954452515,22405.961707115173,11498.492592811584,14214.773000717165,15892.098188400269,5520.856207847595,10116.910019874573,0
81,81,3f87beca3cf1938a323f1084f56d71d6284dd381cdaf1bd785a7a14ddc6d5838a6ea3303244e470c1ccbdd2aac199019936c2b4c669d7c9a05bd996a738c1bde,,,,,,,,,,,,,,,,,,,,,,,,,1
82,82,11e307a907830c4dba3dbb989044b971ff67c350048f38b9b570fd6ef7e6d273102c4bef77bc70a9d9f14a9d44472baec3a3347c7c4fa819d8a19b3db0b608fd,322.0,258.0,286.0,200.0,281.0,271.0,251.0,249.0,317.0,250.0,278.0,200.0,279.0,255.0,240.0,239.0,30932.43378067017,30205.21500301361,32216.84681797028,12424.686353683472,23189.534468650814,26107.53450012207,33013.43924331665,37581.95884513855,0
83,83,b5682d487b21df5a71944f50dd2399b5a1547d15073f900a3c6e1567fcbecd64f497f1cfe2b34096226986e48199d9e80e0733db4931d5d9fb15f71b9ec0abad,,,,,,,,,,,,,,,,,,,,,,,,,1
84,84,4d247de32fbb3f5f8504b4d3036b781f096d6c6437bdb1305cf23f62055a4416af83148a106927d00b1927b6066cc377c893ea2a7c98841f5996902ac49a7a8a,,,,,,7.0,,0.0,,,,,,7.0,,0.0,,,,,,0.0868692398071286,,0.0091285705566406,1
85,85,22bbf6dbbe19f4cad16e8c93de710a897f9a7884af7ebb1bacb1fd1b0a7c6702ee68d42faf26c2e277faf02f895a2fafa2dec06f7ba5867744fcb725e202e563,,,,,,,156.0,77.0,,,,,,,155.0,73.0,,,,,,,6484.02437877655,317.44172382354736,1
86,86,370d117d03ff926567f670a9cb819b9eadfee7377fe1d902111f878f41382cf3c4b6027a7c466b3e7e1f682b86a122d9d500c170054a75466a1bcf54fcd8f6ef,111.0,137.0,111.0,118.0,141.0,145.0,115.0,154.0,108.0,127.0,111.0,118.0,141.0,144.0,115.0,154.0,3616.58051109314,6206.206707954407,4641.841048240662,4440.260244369507,6651.70106124878,17882.0591173172,6479.09188747406,24498.602255821228,0
87,87,42c2e62ef45767f4689f1cefbf0ef2cb3b6dec1fe1703767b5637d7bcaa4ab5841e74a9356191e2a7867a3300f793d65eac0a6e0c3d6948fc6c8b9a7c66ae834,242.0,255.0,249.0,220.0,223.0,228.0,251.0,248.0,233.0,254.0,242.0,212.0,216.0,204.0,232.0,235.0,72417.29747486115,69403.85960960388,65053.09209156036,56297.8637046814,70208.3879442215,49170.17747306823,16347.701436042786,48538.11983585358,0
88,88,fd74ea3c10279c57b36fe20117df621976034b80255420eb29020451673ee849b25b453311a199226813450d295bcc2466df07d08f0384567ab46a294aa4dff4,140.0,137.0,146.0,124.0,89.0,43.0,3.0,2.0,122.0,127.0,146.0,113.0,89.0,43.0,3.0,2.0,20670.50866317749,19253.896342277527,31543.430002212524,28501.24893093109,10735.145186424255,862.5071077346801,0.7300024032592771,0.6792259216308593,0
89,89,99310554ef73007c32fc9b7d376726b0da9d6d57747bccbc7288a772dc63e891bf53126ffe87e66fa3502e3f8341b578f5212a41d86ef9ebcb76380e876dbfdf,4.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,0.5669708251953121,0.0497493743896482,0.2545633316040038,0.1114101409912108,0.120847702026367,0.9469184875488278,0.903982162475586,0.1350650787353514,0
90,90,bceae2602111c30db3885cbb929e68d025f637691bce3776da3858f1ef0b3c9b98ae6fcfd4491881cbb1611d6fda7b44c4163cc451f48156499c629c0f62f952,,97.0,179.0,,166.0,143.0,173.0,,,89.0,162.0,,151.0,135.0,170.0,,,2281.738265991211,9720.170060157776,,7767.203824996948,19295.22488880157,30905.42140483856,,0
91,91,dc366a0235ac9e14aad09093c9d9e9e57c17a966c2e0ed06ed0e557c3711b9085fa8c0d1cbf9afbf483156c0a4f2011c3dca65a72147f5fdedea60842078bd88,,,,,,58.0,50.0,,,,,,,58.0,47.0,,,,,,,451.91187286376953,294.4647560119629,,0
92,92,124911827db9c2ca0a17ebb423e9a9f1a2c333a669952507ae68db21a6ac014ef3981cec9b1f9111bd2a3dda798bddf1ea0315bdcd847ffab1213f8f68831aaa,240.0,224.0,202.0,194.0,4.0,3.0,0.0,143.0,225.0,210.0,202.0,191.0,4.0,3.0,0.0,135.0,11747.825882911682,14757.024247169496,16056.526160240172,9266.978141784668,0.0403013229370116,0.7730312347412108,0.0022754669189453,6409.026599884033,1
93,93,425af8f2bf8c832d4d091d478c104b5f983ed9ed1ba9d7b563cd426bbfa53af8896a79acf44024a6b553e22f405fb29ca1b6aeaaa93e6baa92139d45dc4dfe2b,,,,,,,,,,,,,,,,,,,,,,,,,1
94,94,643f65ebad77220970428475cac6811d5d397136d2e16deaf86220376bc588388f6891fc3b4df04b72c2443de06e12e93b13e66f0a4ddf19cdd42339ee08e433,0.0,,,,,,,,0.0,,,,,,,,0.0079240798950194,,,,,,,,0
95,95,97d8a96988167369f8986471ded58aeb04a0de0043fd0ae262b59d0e0b3647de8461f99417edf2c642835e70ef814bf94783e83c1292c465a756a10033882d18,62.0,113.0,107.0,93.0,97.0,98.0,107.0,69.0,60.0,110.0,104.0,89.0,95.0,90.0,100.0,67.0,410.7113103866578,433.65488719940186,1134.8471403121948,656.2000074386597,593.289119720459,1066.7074394226074,715.2121858596802,382.8507299423218,0
96,96,cdf8b5f08bd0a8e3c08fc58b394bc1146a8ebee636b80881666df5d503594d757c2b3b4429a01a3f50b62d7b372f8df6524f35549925ae5a39e31535c3431820,,,,,,61.0,42.0,31.0,,,,,,55.0,37.0,30.0,,,,,,1190.1295413970947,1248.810133934021,2035.8314571380615,1
97,97,e91fe75ae37074fb0a7965fac0181665ce88e14470b2c4a8ee669bd4d16eb427b754987c0b7d84ffec4a500786af0162ade0558fecaca071725382e26c0da34b,6.0,1.0,4.0,10.0,15.0,34.0,31.0,2.0,6.0,1.0,4.0,10.0,15.0,34.0,31.0,2.0,0.0554618835449215,0.0045738220214842,0.2747402191162108,9.80832862854004,5.494489669799805,175.2309284210205,132.0935344696045,0.0416765213012693,0
98,98,effa96bfe62b1940086c5fa61bf74cee451ddadc63a38ffa13003a145bb7932275401ccbd06014f17c3c273067d60af1a9a0790b52522837d90829a5ab6d6083,214.0,140.0,164.0,210.0,170.0,150.0,105.0,187.0,192.0,136.0,148.0,196.0,170.0,150.0,100.0,180.0,38770.1169462204,32315.212273597717,46973.28699398041,31859.49839496612,23811.053378105164,23179.653513908383,10446.172985076904,20530.62437152863,0
99,99,73a17676be7be448f954bcae65e69706c5733a568a3b7f1990118af28af57841d4a9b578881aa7f1356ef404aa229e458611721f80e3792676f03998fbf424b8,162.0,92.0,,123.0,148.0,90.0,92.0,133.0,162.0,88.0,,123.0,141.0,90.0,92.0,128.0,7260.781953811646,677.2252531051636,,6108.983626365662,4106.69962310791,337.1714782714843,1538.3242206573486,4485.816101074219,0
100,100,d236b5b4bd400dad28f137ce9f3faab65f9f70d0dbe4fc9ae584bf4e82d4abf582c22093b491defdac8d61d5baac8ec9f972770af47b86f54f07f3675360c772,,,,,,,,,,,,,,,,,,,,,,,,,0
101,101,55eb7a4c0dec67d556ea4464c56c4453cb63ab0d7eb35344f702d61516c269f74805dfa021131c6c729af5674e4450dde529d71bdc131b92764f76941271a8e6,79.0,57.0,78.0,69.0,72.0,100.0,60.0,93.0,77.0,52.0,72.0,65.0,66.0,90.0,53.0,81.0,1289.7464561462402,321.87876319885254,2097.2160053253174,1619.2012519836426,270.28630542755127,3546.228021621704,225.55198669433597,865.1333913803101,0
102,102,0c25bc64de43130baaf9787fea20b3fc5efc20420be40f15b040e2517d9bb1f148173cca87be3f67580d97aead9cc1750653ba09581e37ce5a829241b34ea69e,106.0,112.0,94.0,102.0,89.0,72.0,116.0,103.0,102.0,112.0,94.0,102.0,89.0,68.0,116.0,101.0,8417.91187953949,12893.007551193235,7454.3568658828735,7461.305720329285,3492.8024301528926,904.6570262908936,5558.406796455383,8098.768582344055,1
103,103,917eac6ad8a42babdb5705075dc5fb771c75da06e6fbbaac6fbfcafff711619c981f987308c6a4ee4595670efe36df7a01c00caeb4ebdb9248c6101320b6edee,132.0,116.0,103.0,106.0,109.0,159.0,83.0,151.0,132.0,116.0,100.0,106.0,107.0,154.0,83.0,145.0,5439.2513637542725,13281.81161594391,8082.207458496094,10645.865664482117,12510.454711914062,11608.122133255005,1727.4247226715088,5171.040344238281,0
104,104,e56bde9f85fe201fe546cd83b43be86f89f562f271aaec9ebb3752a1d0588bd633c22a640b4cb89cee5ee8f6c82dc0133da0dbe81118c00ba70377a39d037df3,,,,,,,,,,,,,,,,,,,,,,,,,1
105,105,35858d177acfc722b04d380efd943575943d34445c9f13841f556d5a7ca55cc06c6d5a2027884f950581fcda862a37d686ab6202960883ab5cb6a88584ec5a4a,,,,21.0,1.0,1.0,1.0,,,,,21.0,1.0,1.0,1.0,,,,,20.697284698486328,7.678035736083984,2.473714828491211,0.0997247695922851,,1
106,106,87d002f196db379b7ffc71290dabbff5783ffdb7435e7cfbac073583c4d9b0b8b69fa21b8c950204e27de72796936e1324e120b0264f4417ae59932a708bbd1a,119.0,138.0,148.0,124.0,104.0,122.0,68.0,102.0,113.0,133.0,148.0,124.0,104.0,118.0,68.0,102.0,8959.520003318787,5322.508351325989,9761.03771877289,4815.137890815735,2790.6400127410884,6160.382575035095,803.8347721099854,10638.484599113464,0
107,107,7b6fb0d3c5ad6e440a8871aeb925879e3ac2658f0910cfe81ff94fcb8ad4519eeefad256cfe4722e0c949e22fe4b3d106c82bbc0551a0fcd5744994b4f270539,,17.0,,,,,,,,17.0,,,,,,,,142.92480564117432,,,,,,,1
108,108,d31d4f42929daabbac9e98ec05fff5b48ac9913e9cc04bbf7182f998369108a360468fca0f5fa4cd37089ea4d05761505700a33d3a94711787a7bad881f73b06,,,,,,,,,,,,,,,,,,,,,,,,,0
109,109,e3b8cdd1f4f7cc039f5dee71b276c9c7cb9d49e240328707745a7181b8e1d9cd1d1060998aa91bc1d08205750df86228bc7a2055dcca2f798674e0f7b8bbc5b1,67.0,95.0,62.0,44.0,94.0,98.0,87.0,107.0,66.0,93.0,61.0,44.0,94.0,88.0,78.0,97.0,386.0610074996948,596.1442613601685,369.9958629608154,230.9779815673828,1391.2247095108032,2875.025228500366,985.1880283355712,1052.349521636963,0
110,110,b3d9bd38a4f16886c61eff376b953c14e781e0a20180afd91c6263b6a5aa8f3dbe9b0557e0fc4f0d051710d32b489fdc0cebab43394c366f702637bd1d05e588,129.0,141.0,138.0,188.0,138.0,138.0,69.0,71.0,122.0,131.0,131.0,174.0,129.0,131.0,69.0,71.0,2243.689073562622,2490.163356781006,3608.513172149658,11144.883228302002,5802.810998916626,4059.266251564026,450.0299844741821,246.9881067276001,0
111,111,08f20e70410734da6ede687218b0fba1219809e4922b3d4103b44d5ab4b02852165f1778b3359e2f870c0b0baa3edbced84f470958c68b27ef06c37d156f357b,155.0,135.0,133.0,94.0,93.0,3.0,2.0,3.0,142.0,122.0,122.0,88.0,81.0,3.0,2.0,3.0,5681.300394058228,3615.995520591736,3278.525973320008,614.3999261856079,955.422511100769,17.43266010284424,16.602989196777344,26.340970993041992,0
112,112,ac4b3a6da7793aa471d02d8668b30029202226cb17e13d8b68fb4ba48d483dc875210072f34b36b4c7a82959760a415fc2008468f0e6652093493f982b9e4ca6,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,0.0066146850585937,0
113,113,c4bdef9b0a4480c7013e21344d533782b29cdc2ba242f86511ea4f4158c83deaaaba767086a91518fc000354660e265b226b6cf1497c6330173c3f5bce353fee,118.0,112.0,125.0,96.0,128.0,104.0,59.0,69.0,114.0,101.0,112.0,94.0,116.0,91.0,59.0,65.0,5244.250525474548,11005.161434173584,7662.813043594359,8601.278553009033,13754.392621040344,6528.683241844177,2952.9149589538574,4721.488196372986,0
114,114,cb9bc8e54ed691e1b3e008aca946d4cdaf64ee82cbe47928ff31d261f96a4f2ea3a4a386d1acda479fe2fb14bfb82ec346b3b4bb2da77970fe49f1c3d5651356,,5.0,3.0,,,,,4.0,,5.0,3.0,,,,,4.0,,3.5602760314941406,2.2022275924682617,,,,,3.186112403869629,1
115,115,edb1099e80ce723e177dce192559efd0dcdc6216418101e8633c92e82ae0bcaaa2b6b4675a1aa60b1f3525a382e292e8c021368f0d1eaf7b0a526477e633b7a1,,,,,,,,,,,,,,,,,,,,,,,,,0
116,116,8aac8be533ed7f96a69754d68492694a331a3e0cf0c69c46083145ba17a196e176f9699f35095561b47c7d8621feeb21512f8fe12dd005631d53090031b96c45,0.0,,,,,,,2.0,0.0,,,,,,,2.0,0.0183868408203124,,,,,,,0.0073194503784179,0
117,117,dbaa1c80d7fe0be0c591b0f01724acdde30a79999dc4280fbd16983b8432638dfa9c38c3cedbfc4bac249dce886b38d7fc0356deb266e3fbaa4c2d0fb9c6a744,79.0,92.0,71.0,62.0,58.0,85.0,27.0,58.0,77.0,92.0,71.0,62.0,58.0,84.0,26.0,55.0,175.28770923614502,192.80164909362796,49.80359649658203,63.11052417755127,77.0098466873169,587.4164295196533,11.992706298828123,159.73937702178955,0
118,118,370e9ea15f8826b28a56efcc0404bb8aa88ad808aa07b309af1be40b4bd898ba103ad6ba07bef85ab171a582f2e5fb20aa6e9aa20dc70963e5abc8af870bfbe7,105.0,101.0,114.0,128.0,128.0,103.0,66.0,97.0,98.0,101.0,112.0,126.0,128.0,98.0,57.0,84.0,1434.9082651138308,1345.1454753875732,1706.0031156539917,2887.7432079315186,2250.133213043213,452.5847911834717,81.62911605834961,283.3982629776001,0
119,119,ba847fabdfb3fb6a2577681415f03fd01d30efc57214e1b2697d281367860be945fe83074034e45a1afd83af92535083b2e5df6c50bea3ad58cb33bab18d0a6b,,75.0,170.0,199.0,187.0,146.0,134.0,128.0,,73.0,170.0,191.0,180.0,134.0,128.0,122.0,,436.4418563842773,39077.60416221619,34376.06068134308,34320.23397731781,18124.527597427368,10503.902334213257,12949.071556091309,0
120,120,0251387744988114430181c3e680a3733001a26fe686bdc1e64dfeaecd5d9e6f137df7f2a8d0a5871bcf6f371cab5bd313f18abcdf4cc03a9dfae17de2da6545,30.0,2.0,,,,,,15.0,30.0,2.0,,,,,,15.0,100.36569690704346,0.0081777572631832,,,,,,1.3813447952270503,1
121,121,057b3e22ead2e1f5e18e95272ff107780a274e5810ba113dd26d4c3b47476a8c477c4796b820d5a1a67663a5022d9b65ae965aa00cd5f3203fed0849fcf37932,,,,,,,,,,,,,,,,,,,,,,,,,0
122,122,f86eb91a5bf021472225a3860b88385456e8396a280b86cb4d42144192f9ac4d4a07c174ef4c89d7879adf5b9dcbe0e0e6f517f3262d519fa029403aea51f3c0,6.0,,,,,,,24.0,6.0,,,,,,,24.0,0.7830066680908196,,,,,,,31.170669555664062,0
123,123,7024281e02d190b1b8d792e4c65fe6853c5661a5f58375880cdb76cebae62cb7adc0c476b41b2cf0f182a41bbbc70eff43f1b1de81fee4f57e043131df2854e2,109.0,120.0,110.0,127.0,166.0,220.0,191.0,153.0,109.0,120.0,110.0,127.0,162.0,191.0,174.0,153.0,15284.755546569822,10803.137557983397,12157.941624641418,9800.53187084198,15271.303853034971,32997.401470184326,38944.76930618286,27629.21426486969,1
124,124,ad9cea9e2666ed81a2d43224aace091fd611671f235daed47a925334768f8d32e3e4d3588e02fa14e5159cf8982b16999bf0c64d79388a45c33946b7b7f79acc,111.0,119.0,101.0,103.0,90.0,121.0,15.0,16.0,106.0,117.0,96.0,98.0,90.0,107.0,15.0,16.0,4098.402285575867,10846.830832481384,7199.602407455444,4053.87952709198,1043.350025177002,9923.12184524536,1.8545312881469724,3.437341690063476,0
125,125,64283abfef44e307c99cfd657320fc3d334ab808f1760ea55d4b216ebd46fae25ac42f9876e9197acb2b0e8e8845b19127a6eeff38f24cb32ac79dcf60371ec1,213.0,197.0,176.0,233.0,222.0,225.0,175.0,226.0,191.0,181.0,170.0,215.0,199.0,203.0,172.0,218.0,6624.2748012542725,8929.355969429016,11048.486265182495,8829.549344062805,19909.37082004547,15974.300637245178,9283.344604492188,13824.083587646484,0
126,126,8d33272d6866987871c088a8de78d5ce5ae74e84093543bc11557b176538670da5c50cd02d37b881f626e531f20addaafda1ac61bc546fe38278a5342b35fc44,,,,,,,,,,,,,,,,,,,,,,,,,1
127,127,5a0112c059fe4f5b0c1098c09f95d5a427a8b95e7b06d1baf9d2103fc4a1a5ce17284df22a6e808a759b241da25c42fa7dba07d0fab127a77403545b4f7745e2,0.0,1.0,34.0,,,,1.0,26.0,0.0,1.0,34.0,,,,1.0,26.0,0.012744903564453,5.735391616821288,202.70012283325195,,,,0.0491857528686523,23.904531478881832,0
128,128,9f541fc60cade7b3789d492d30a839c05dc993b1ea54d9ecbf5b144ff6f6f6ab501aade77d34a7ad73528683490acf646958d2937ca1205f4c7de27782db9611,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,0.052652359008789,1
129,129,f6d42c3bc048ec449c449d98a188a51208cd87d90ed1bc056ace0df86cd00497608b2c473efcc476604420ec713c8668631e960aace82071e588a0d0efe441cf,75.0,87.0,78.0,78.0,69.0,95.0,67.0,111.0,71.0,82.0,74.0,72.0,68.0,85.0,64.0,97.0,538.8154191970825,766.033016204834,426.13381481170654,787.6667900085449,422.2244415283203,624.11900806427,466.57071018218994,1161.7601833343506,0
130,130,35e64a4d264a1ddee0d45079ee90fad25dc8de9343069620d81a2d9fb1bebf57dc8e7a6b1d5e2e4a0395de7d700b674d9b7512011192bedcce42305c5b3b4c2d,,,,91.0,,,,,,,,91.0,,,,,,,,964.7468385696412,,,,,1
131,131,422a564e3a6e2c18f853d9a252930710aeb3019d679c778404a1a5c600f4d95475aaef8ee6a5304a006940fce94ad216cedeaf743c1e998fd664911d5bd345d6,159.0,156.0,134.0,126.0,143.0,171.0,66.0,156.0,150.0,144.0,134.0,126.0,143.0,156.0,66.0,149.0,10247.703912734984,5598.290789604187,3295.4694442749023,6311.115184783936,5203.393308639526,7003.340055465698,263.39682388305664,5891.1214809417725,0
132,132,17e25c8be623026f0d885151377c07da4e1ccdfa802753fd831704eaa519432c238732713c2d06f96f894718499941acee00d5e195081617fa5a0f8d3900fdac,1.0,,,,2.0,110.0,104.0,96.0,1.0,,,,2.0,98.0,95.0,95.0,0.029036521911621,,,,0.0069026947021483,2362.6965160369878,974.9768600463868,2224.045241355896,0
133,133,ea003c4562305949d80ec44e05b5858ffb4317f09cc60902a8b1481c2f2b46bd6a09a6d89ef92f424d51d86cafc8c17d95a1e44b6ecec10bf53de5f7b5864f62,3.0,26.0,1.0,40.0,26.0,57.0,25.0,21.0,3.0,26.0,1.0,40.0,26.0,57.0,25.0,21.0,0.0029630661010741,324.81934928894043,0.0046939849853515,134.30298614501953,17.38352680206299,361.0446748733521,5.485714912414551,15.783077239990234,0
134,134,ee6f88a315180e9d40d043f87fa79d0c38e8ccaa40019e4f148ea9372445e27016970cc16cf7b6acfd71ba3f506746b3591cae57d0b90eb1964bb8bc1f1ef895,133.0,139.0,115.0,101.0,126.0,113.0,81.0,115.0,120.0,127.0,107.0,95.0,117.0,110.0,80.0,111.0,23647.805255889893,22439.798756599423,14566.312897682188,15305.515215873718,13469.771713256836,8368.026226043701,2117.3965425491333,13574.51125049591,0
135,135,c0577b79b1c9175f0b8a4a7a16190c866dfed240d1ffdddea2ca38ddda9ab70872a693e9eeb63665491a21011f4ac0d0ad20f1fbc90ece16475a8f4ef4bf00d9,151.0,155.0,167.0,166.0,160.0,200.0,218.0,163.0,151.0,155.0,167.0,166.0,160.0,185.0,204.0,161.0,11544.05332660675,13199.294693946838,14686.071782112122,13134.328406333923,11825.706027030945,20204.62235069275,31898.589970588684,3706.671078681946,0
136,136,6b596b4f929231e35e9133a2591bd64d51bdb3d6c56493109988ee8794b19e490acd7d43c8b1c7d309c47c1fa3b18e51586f835b7a1cc968e3d9c03b9d34dcb1,0.0,,,,,,,,0.0,,,,,,,,0.0024385452270507,,,,,,,,0
137,137,330eb75f0d01dec320795e1250b7b01c931015761bbb4858e37812d8240c46218493e4f65a184a37d5a23b96ac1fc7f04cdb4c5cfeea76138a9e85dcaed8a43b,0.0,,13.0,8.0,10.0,11.0,8.0,23.0,0.0,,13.0,8.0,10.0,11.0,8.0,22.0,0.0181617736816405,,1.107485771179199,19.127306938171387,0.507000923156738,0.5839233398437496,0.1165819168090817,8.721709251403809,0
138,138,4c509ce3fdf2d9c772f0817a49b1172db188acfe084fd13cfbbfcccb66daed69fd8c433bb6a5928733d87018c0b41afc9efd38c445aee6ffa83493d023f8b767,390.0,402.0,370.0,324.0,321.0,315.0,320.0,313.0,358.0,357.0,339.0,309.0,296.0,289.0,314.0,297.0,93905.67603302002,100347.9060125351,61345.03622627258,73630.23433494568,70642.29193115234,48389.00075149536,54614.50925445557,44866.14214515686,1
139,139,a5e1637987fb74db70a352bed1708802d330f8d1f8e294d5a24280299606f13e9b5fd9a2c7d81535c9d2bbccd5fc92aaa1cbacabfd89fef95a45ef9e85cb51d2,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,0.0055084228515625,0.0080947875976562,0.0134716033935546,0.0043201446533203,,,0
140,140,7a93310ad356474a87415eefe5dffc6a492180d2d1a23fcbd7ce12ef081e810a17ffe2110aed128971d7cd2ed24c7c1987723fefc68a1d57c30c2d288193ee8f,,,,,,,,19.0,,,,,,,,16.0,,,,,,,,1.5760259628295892,0
141,141,b5797297e52ad7c4cbc47613008e250f2f9385b20c30484aa69bbfacaa137f185b752ca04235ed3ab96434bae516a99275dda4038bc64adc64729498102050c0,245.0,181.0,204.0,167.0,121.0,,,37.0,225.0,174.0,181.0,165.0,121.0,,,37.0,12764.135952949524,7002.957562446594,13123.840668678284,6825.441812515259,2963.916642189026,,,73.28385734558105,0
142,142,eb0090b9afbe66e97193f533131292de4cc7d5b66343746b692c32e5c896e5d47cf6703b0ce70887740a7c9b301896bf0b3bad7529fd9d201f721d0d0a68579d,0.0,2.0,3.0,2.0,4.0,6.0,3.0,3.0,0.0,2.0,3.0,2.0,4.0,6.0,3.0,3.0,0.0520277023315429,0.0781917572021483,0.0924148559570311,0.1275901794433593,0.2328138351440427,0.0888900756835935,0.1076087951660155,0.0922851562499998,0
143,143,51953e3a589cb614bf6db8bec5d2cbe66a70959d1c182378b0fad00721289f08fdef54643b7ab984c8fef85172ff13afe00589e9663ddd197d1f90d2a0d94c11,,,,,,,,,,,,,,,,,,,,,,,,,1
144,144,c51f42ca5464d62a5e55e044cdc61c324c720a834d6b51b6c3286d5eaba8c11ce84a8dc85fad37691bf14f99924174bbcc925526e944cb484a4b106930a0b566,,,,,67.0,121.0,61.0,48.0,,,,,65.0,110.0,55.0,45.0,,,,,353.2245235443115,1914.4681215286255,116.39125537872314,237.60827445983887,0
145,145,b4eefdfe2860356a3c77fa448857d6a4bff38bf6f3c2637e34d69a9c63be757f30401947c5bc667963f70c3fb881501c9b8e76562b0e6c4bba0ef29907d67936,153.0,152.0,179.0,169.0,170.0,170.0,105.0,160.0,151.0,148.0,168.0,165.0,165.0,153.0,96.0,147.0,24993.837635993958,23300.010299682617,14494.130044937134,9658.03069114685,13182.569479942322,13628.655529022217,1560.123236656189,6476.517842292786,0
146,146,801feb3591a27b03d718a210737df2f38376fabfd76b4ba51e95d65816b70a339cb861f4795d518cff9c282224ab1c0db135a2a1e9f6f4be3f3e971ecc401fab,,,,,,,,,,,,,,,,,,,,,,,,,1
